   2.0020014e+03   1.8900000e+00   3.4520000e+00
   2.0020041e+03   4.4010000e+00   3.6190000e+00
   2.0020068e+03   1.3487000e+01   3.5730000e+00
   2.0020096e+03   5.8100000e+00   3.6230000e+00
   2.0020123e+03   2.1630000e+00   3.3650000e+00
   2.0020151e+03   6.9850000e+00   3.3240000e+00
   2.0020178e+03   7.8660000e+00   3.7340000e+00
   2.0020205e+03   1.4994000e+01   3.4810000e+00
   2.0020233e+03   5.7960000e+00   3.1790000e+00
   2.0020260e+03   4.0540000e+00   3.6200000e+00
   2.0020287e+03  -2.0800000e-01   3.5350000e+00
   2.0020315e+03   5.0660000e+00   3.5710000e+00
   2.0020342e+03   1.4090000e+00   3.4160000e+00
   2.0020370e+03   1.4020000e+00   3.3790000e+00
   2.0020397e+03  -9.1000000e-02   3.3690000e+00
   2.0020424e+03   1.0100000e+00   3.3560000e+00
   2.0020452e+03   1.6530000e+00   3.3120000e+00
   2.0020479e+03   4.2200000e-01   3.2490000e+00
   2.0020506e+03   5.3390000e+00   3.3090000e+00
   2.0020534e+03   9.6730000e+00   3.4030000e+00
   2.0020561e+03   9.1490000e+00   3.3980000e+00
   2.0020589e+03   4.4210000e+00   3.2320000e+00
   2.0020616e+03   2.8850000e+00   3.1980000e+00
   2.0020643e+03   3.6890000e+00   3.2420000e+00
   2.0020671e+03   3.7840000e+00   3.0720000e+00
   2.0020698e+03  -1.5840000e+00   2.8950000e+00
   2.0020725e+03  -4.5880000e+00   2.9380000e+00
   2.0020753e+03  -2.4460000e+00   3.1320000e+00
   2.0020780e+03  -5.4910000e+00   3.1880000e+00
   2.0020808e+03  -4.8920000e+00   3.1190000e+00
   2.0020835e+03  -6.2000000e+00   3.2660000e+00
   2.0020862e+03  -8.0560000e+00   3.5120000e+00
   2.0020890e+03   2.4030000e+00   3.6570000e+00
   2.0020917e+03   1.2890000e+00   3.1570000e+00
   2.0020945e+03   4.2850000e+00   3.4780000e+00
   2.0020972e+03   4.2380000e+00   3.6970000e+00
   2.0020999e+03   6.7460000e+00   3.5660000e+00
   2.0021027e+03   5.9320000e+00   3.6000000e+00
   2.0021054e+03   6.1540000e+00   3.5730000e+00
   2.0021081e+03  -2.5110000e+00   3.5390000e+00
   2.0021109e+03  -5.5710000e+00   3.7350000e+00
   2.0021136e+03  -4.9900000e+00   3.6590000e+00
   2.0021164e+03   5.0000000e-01   3.6340000e+00
   2.0021191e+03   3.8650000e+00   3.6930000e+00
   2.0021218e+03  -1.2750000e+00   3.7990000e+00
   2.0021246e+03  -3.1020000e+00   3.7340000e+00
   2.0021273e+03   3.3600000e+00   3.6950000e+00
   2.0021300e+03   8.3310000e+00   3.8450000e+00
   2.0021328e+03   3.8350000e+00   3.7890000e+00
   2.0021355e+03   4.7130000e+00   3.6140000e+00
   2.0021383e+03   5.3300000e+00   3.6620000e+00
   2.0021410e+03  -4.3770000e+00   3.7480000e+00
   2.0021437e+03   1.2740000e+00   3.8260000e+00
   2.0021465e+03  -8.1700000e+00   3.5410000e+00
   2.0021492e+03  -1.3142000e+01   3.5700000e+00
   2.0021519e+03  -1.7830000e+01   3.4990000e+00
   2.0021547e+03  -1.4713000e+01   3.7570000e+00
   2.0021574e+03  -5.9990000e+00   3.8140000e+00
   2.0021602e+03  -6.6440000e+00   3.8670000e+00
   2.0021629e+03  -1.1612000e+01   3.6890000e+00
   2.0021656e+03  -1.1179000e+01   3.4560000e+00
   2.0021684e+03  -7.0720000e+00   3.6760000e+00
   2.0021711e+03  -1.0220000e+00   3.5430000e+00
   2.0021738e+03  -6.6960000e+00   3.4100000e+00
   2.0021766e+03  -1.9059000e+01   3.4320000e+00
   2.0021793e+03  -1.3526000e+01   3.2790000e+00
   2.0021821e+03  -1.5930000e+01   3.3740000e+00
   2.0021848e+03  -1.9099000e+01   3.4210000e+00
   2.0021875e+03  -1.1602000e+01   3.4290000e+00
   2.0021903e+03  -6.3330000e+00   3.5470000e+00
   2.0021930e+03   5.2200000e+00   3.4940000e+00
   2.0021958e+03  -2.4930000e+00   3.3380000e+00
   2.0021985e+03  -3.4230000e+00   3.3370000e+00
   2.0022012e+03  -3.4530000e+00   3.4550000e+00
   2.0022040e+03  -3.5450000e+00   3.2090000e+00
   2.0022067e+03  -6.1900000e+00   3.1140000e+00
   2.0022094e+03  -8.9470000e+00   3.2970000e+00
   2.0022122e+03  -1.1224000e+01   3.0440000e+00
   2.0022149e+03  -1.8641000e+01   2.9460000e+00
   2.0022177e+03  -1.8165000e+01   3.1430000e+00
   2.0022204e+03  -7.9080000e+00   3.3260000e+00
   2.0022231e+03  -4.6200000e-01   3.4800000e+00
   2.0022259e+03  -2.2640000e+00   3.7760000e+00
   2.0022286e+03  -7.3800000e-01   3.1570000e+00
   2.0022313e+03   2.8370000e+00   3.2510000e+00
   2.0022341e+03   3.4950000e+00   3.5160000e+00
   2.0022368e+03   1.7600000e-01   3.6270000e+00
   2.0022396e+03   1.0220000e+00   3.5560000e+00
   2.0022423e+03  -7.2980000e+00   3.3620000e+00
   2.0022450e+03  -3.6780000e+00   3.2340000e+00
   2.0022478e+03  -4.8900000e+00   3.2400000e+00
   2.0022505e+03  -7.8080000e+00   3.2220000e+00
   2.0022532e+03  -4.5970000e+00   3.1280000e+00
   2.0022560e+03  -7.5000000e-01   3.0920000e+00
   2.0022587e+03   1.8790000e+00   3.4320000e+00
   2.0022615e+03   3.7970000e+00   3.3620000e+00
   2.0022642e+03   4.6210000e+00   3.4340000e+00
   2.0022669e+03   4.1520000e+00   3.8500000e+00
   2.0022697e+03  -1.4800000e-01   3.8160000e+00
   2.0022724e+03   4.3800000e+00   3.6370000e+00
   2.0022751e+03   4.0280000e+00   3.5710000e+00
   2.0022779e+03   1.5210000e+00   3.4540000e+00
   2.0022806e+03   1.2440000e+00   3.5590000e+00
   2.0022834e+03   9.8500000e+00   3.4930000e+00
   2.0022861e+03   4.2950000e+00   3.6360000e+00
   2.0022888e+03   2.0340000e+00   3.6140000e+00
   2.0022916e+03  -1.4140000e+00   3.4440000e+00
   2.0022943e+03  -1.6520000e+00   3.7220000e+00
   2.0022971e+03  -3.7950000e+00   3.2420000e+00
   2.0022998e+03  -4.0800000e-01   3.5710000e+00
   2.0023025e+03   4.1790000e+00   3.3100000e+00
   2.0023053e+03   9.8070000e+00   3.5010000e+00
   2.0023080e+03  -4.0440000e+00   3.2620000e+00
   2.0023107e+03  -8.2440000e+00   3.0490000e+00
   2.0023135e+03  -2.2810000e+00   3.3290000e+00
   2.0023162e+03  -4.6210000e+00   3.2290000e+00
   2.0023190e+03  -1.3430000e+00   3.2770000e+00
   2.0023217e+03   1.4700000e-01   3.2400000e+00
   2.0023244e+03  -3.2390000e+00   3.2870000e+00
   2.0023272e+03  -7.7880000e+00   3.4110000e+00
   2.0023299e+03  -6.4720000e+00   3.4270000e+00
   2.0023326e+03  -4.9300000e-01   3.3980000e+00
   2.0023354e+03  -7.6530000e+00   3.3490000e+00
   2.0023381e+03  -5.7100000e+00   3.3540000e+00
   2.0023409e+03  -7.3840000e+00   3.4940000e+00
   2.0023436e+03  -2.1955000e+01   3.3900000e+00
   2.0023463e+03  -1.9846000e+01   3.3270000e+00
   2.0023491e+03  -7.5290000e+00   3.2880000e+00
   2.0023518e+03  -8.8560000e+00   3.2250000e+00
   2.0023545e+03  -5.4320000e+00   3.2690000e+00
   2.0023573e+03  -3.9010000e+00   3.2530000e+00
   2.0023600e+03  -4.8570000e+00   3.2860000e+00
   2.0023628e+03  -1.0694000e+01   3.3630000e+00
   2.0023655e+03  -7.0400000e-01   3.4210000e+00
   2.0023682e+03  -3.7370000e+00   3.2140000e+00
   2.0023710e+03  -2.7550000e+00   3.2240000e+00
   2.0023737e+03  -7.2790000e+00   3.3370000e+00
   2.0023764e+03  -8.0910000e+00   3.4110000e+00
   2.0023792e+03  -6.0700000e+00   3.3110000e+00
   2.0023819e+03  -1.8140000e+00   3.2770000e+00
   2.0023847e+03  -4.6700000e-01   3.2260000e+00
   2.0023874e+03  -1.6520000e+00   3.1640000e+00
   2.0023901e+03  -1.6050000e+00   3.0700000e+00
   2.0023929e+03  -3.8940000e+00   3.2500000e+00
   2.0023956e+03  -8.6240000e+00   3.3790000e+00
   2.0023984e+03  -3.5220000e+00   3.3700000e+00
   2.0024011e+03  -1.0930000e+00   3.3330000e+00
   2.0024038e+03  -1.0090000e+00   3.3660000e+00
   2.0024066e+03   7.6210000e+00   3.5040000e+00
   2.0024093e+03  -2.2970000e+00   3.5400000e+00
   2.0024120e+03  -2.1030000e+00   3.6630000e+00
   2.0024148e+03   1.4880000e+00   3.7280000e+00
   2.0024175e+03  -2.6710000e+00   3.4120000e+00
   2.0024203e+03  -4.0600000e+00   3.3300000e+00
   2.0024230e+03  -1.7820000e+00   3.3940000e+00
   2.0024257e+03  -1.1710000e+00   3.5450000e+00
   2.0024285e+03  -3.4730000e+00   3.4290000e+00
   2.0024312e+03   3.6400000e-01   3.5530000e+00
   2.0024339e+03  -4.4180000e+00   3.5490000e+00
   2.0024367e+03  -4.3260000e+00   3.4510000e+00
   2.0024394e+03  -1.6090000e+00   3.4390000e+00
   2.0024422e+03  -3.3750000e+00   3.4380000e+00
   2.0024449e+03  -6.7370000e+00   3.5010000e+00
   2.0024476e+03  -3.5640000e+00   3.5010000e+00
   2.0024504e+03  -4.6370000e+00   3.6320000e+00
   2.0024531e+03   4.5900000e-01   3.5320000e+00
   2.0024558e+03  -4.7030000e+00   3.4740000e+00
   2.0024586e+03   3.4720000e+00   3.4650000e+00
   2.0024613e+03  -4.4640000e+00   3.2420000e+00
   2.0024641e+03  -4.8620000e+00   3.3280000e+00
   2.0024668e+03  -4.5370000e+00   3.2800000e+00
   2.0024695e+03  -6.2800000e-01   3.5130000e+00
   2.0024723e+03   1.0770000e+00   3.3820000e+00
   2.0024750e+03   5.7360000e+00   3.2690000e+00
