   7.6420448e-03   2.5013795e+01
   1.9361796e-02   2.3423536e+01
   1.9818765e-02   2.3495307e+01
   2.3671118e-02   2.3843843e+01
   2.6860623e-02   2.3987621e+01
   2.7801483e-02   2.4464953e+01
   3.5134693e-02   2.4705935e+01
   3.5242719e-02   2.4558138e+01
   6.1911743e-02   2.1251271e+01
   6.8211671e-02   2.0797145e+01
   6.9266004e-02   1.9157326e+01
   7.1825580e-02   1.9704370e+01
   7.3663398e-02   1.7722381e+01
   7.4748605e-02   1.7923781e+01
   7.5418134e-02   1.8109211e+01
   8.5351094e-02   1.7206574e+01
   8.5821948e-02   1.6833112e+01
   8.6413943e-02   1.8216762e+01
   9.3297860e-02   1.8656895e+01
   9.4124890e-02   1.7237912e+01
   9.5576861e-02   1.8071829e+01
   9.9748352e-02   1.7797289e+01
   1.0269455e-01   1.6501779e+01
   1.0426160e-01   1.4984521e+01
   1.0865035e-01   1.5629588e+01
   1.1379542e-01   1.6590259e+01
   1.1737536e-01   1.6828850e+01
   1.1896642e-01   1.6756136e+01
   1.2296596e-01   1.6032685e+01
   1.2716670e-01   1.6039902e+01
   1.3118009e-01   1.5854755e+01
   1.3629319e-01   1.4853617e+01
   1.4309835e-01   1.7753168e+01
   1.5142863e-01   1.9405377e+01
   1.5203958e-01   1.9120363e+01
   1.5587452e-01   1.9068139e+01
   1.5710572e-01   1.9052291e+01
   1.6676586e-01   1.8562172e+01
   1.6735556e-01   1.9722747e+01
   1.7939250e-01   2.3273884e+01
   1.8084485e-01   2.2141274e+01
   1.8399360e-01   2.2830016e+01
   2.0186650e-01   2.3830490e+01
   2.0246495e-01   2.3978767e+01
   2.0965874e-01   2.4566478e+01
   2.0983578e-01   2.4431324e+01
   2.0990231e-01   2.4677814e+01
   2.1080383e-01   2.3959786e+01
   2.1705019e-01   2.3154172e+01
   2.2200958e-01   2.2976617e+01
   2.3665535e-01   2.5006267e+01
   2.3668987e-01   2.3989329e+01
   2.3767371e-01   2.3583062e+01
   2.4537560e-01   2.1628554e+01
   2.4541857e-01   2.1069092e+01
   2.4898181e-01   2.0760380e+01
   2.4978698e-01   2.0647650e+01
   2.7490345e-01   1.8474718e+01
   2.7757616e-01   1.8013508e+01
   2.8071842e-01   1.7248269e+01
   2.8342028e-01   1.8304143e+01
   2.9283008e-01   1.6655042e+01
   3.0145894e-01   1.5279506e+01
   3.0262718e-01   1.5983385e+01
   3.0905506e-01   1.5649390e+01
   3.1852963e-01   1.7202026e+01
   3.2111812e-01   1.7791055e+01
   3.2207739e-01   1.7464124e+01
   3.2553444e-01   1.6328706e+01
   3.2650453e-01   1.5777533e+01
   3.3004700e-01   1.6013726e+01
   3.3256558e-01   1.5914974e+01
   3.3269091e-01   1.5630204e+01
   3.4571263e-01   1.7118493e+01
   3.4779692e-01   1.8718844e+01
   3.5186100e-01   1.9831344e+01
   3.6223987e-01   1.7426263e+01
   3.6662654e-01   1.8722538e+01
   3.6766696e-01   2.0008116e+01
   3.7287417e-01   2.0175755e+01
   3.8712067e-01   2.2382697e+01
   3.9306157e-01   2.1679489e+01
   4.0377806e-01   2.4548932e+01
   4.0591591e-01   2.5652346e+01
   4.1025853e-01   2.5081822e+01
   4.1381797e-01   2.4014308e+01
